channel,counts,energy_keV
360,122127,0.0000
361,122127,0.0000
362,122127,0.0000
363,122127,0.0000
364,122127,0.0000
365,122127,0.0000
366,122127,0.0000
367,122127,0.0000
368,145757,0.0000
369,145757,0.0000
370,145757,0.0000
371,145757,0.0000
372,145757,0.0000
373,145757,0.0000
374,145757,0.0000
375,145757,0.0000
376,229540,0.0000
377,229540,0.0000
378,229540,0.0000
379,229540,0.0000
380,229540,0.0000
381,229540,0.0000
382,229540,0.0000
383,229540,0.0000
384,421091,0.0000
385,421091,0.0000
386,421091,0.0000
387,421091,0.0000
388,421091,0.0000
389,421091,0.0000
390,421091,0.0000
391,421091,0.0000
392,673306,0.0000
393,673306,0.0000
394,673306,0.0000
395,673306,0.0000
396,673306,0.0000
397,673306,0.0000
398,673306,0.0000
399,673306,0.0000
400,764520,0.0000
401,764520,0.0000
402,764520,0.0000
403,764520,0.0000
404,764520,0.0000
405,764520,0.0000
406,764520,0.0000
407,764520,0.0000
408,553565,0.0000
409,553565,0.0000
410,553565,0.0000
411,553565,0.0000
412,553565,0.0000
413,553565,0.0000
414,553565,0.0000
415,553565,0.0000
416,261832,0.0000
417,261832,0.0000
418,261832,0.0000
419,261832,0.0000
420,261832,0.0000
421,261832,0.0000
422,261832,0.0000
423,261832,0.0000
424,126942,0.0000
425,126942,0.0000
426,126942,0.0000
427,126942,0.0000
428,126942,0.0000
429,126942,0.0000
430,126942,0.0000
431,126942,0.0000
432,99972,0.0000
433,99972,0.0000
434,99972,0.0000
435,99972,0.0000
436,99972,0.0000
437,99972,0.0000
438,99972,0.0000
439,99972,0.0000
440,90277,0.0000
441,90277,0.0000
442,90277,0.0000
443,90277,0.0000
444,90277,0.0000
445,90277,0.0000
446,90277,0.0000
447,90277,0.0000
448,78748,0.0000
449,78748,0.0000
450,78748,0.0000
451,78748,0.0000
452,78748,0.0000
453,78748,0.0000
454,78748,0.0000
455,78748,0.0000
456,72873,0.0000
457,72873,0.0000
458,72873,0.0000
459,72873,0.0000
460,72873,0.0000
461,72873,0.0000
462,72873,0.0000
463,72873,0.0000
464,72283,0.0000
465,72283,0.0000
466,72283,0.0000
467,72283,0.0000
468,72283,0.0000
469,72283,0.0000
470,72283,0.0000
471,72283,0.0000
472,76860,0.0000
473,76860,0.0000
474,76860,0.0000
475,76860,0.0000
476,76860,0.0000
477,76860,0.0000
478,76860,0.0000
479,76860,0.0000
480,90570,0.0000
481,90570,0.0000
482,90570,0.0000
483,90570,0.0000
484,90570,0.0000
485,90570,0.0000
486,90570,0.0000
487,90570,0.0000
488,108558,0.0000
489,108558,0.0000
490,108558,0.0000
491,108558,0.0000
492,108558,0.0000
493,108558,0.0000
494,108558,0.0000
495,108558,0.0000
496,113795,0.0000
497,113795,0.0000
498,113795,0.0000
499,113795,0.0000
500,113795,0.0000
501,113795,0.0000
502,113795,0.0000
503,113795,0.0000
504,97165,0.0000
505,97165,0.0000
506,97165,0.0000
507,97165,0.0000
508,97165,0.0000
509,97165,0.0000
510,97165,0.0000
511,97165,0.0000
512,79990,0.0000
513,79990,0.0000
514,79990,0.0000
515,79990,0.0000
516,79990,0.0000
517,79990,0.0000
518,79990,0.0000
519,79990,0.0000
520,79494,0.0000
521,79494,0.0000
522,79494,0.0000
523,79494,0.0000
524,79494,0.0000
525,79494,0.0000
526,79494,0.0000
527,79494,0.0000
528,96458,0.0000
529,96458,0.0000
530,96458,0.0000
531,96458,0.0000
532,96458,0.0000
533,96458,0.0000
534,96458,0.0000
535,96458,0.0000
536,118276,0.0000
537,118276,0.0000
538,118276,0.0000
539,118276,0.0000
540,118276,0.0000
541,118276,0.0000
542,118276,0.0000
543,118276,0.0000
544,118570,0.0000
545,118570,0.0000
546,118570,0.0000
547,118570,0.0000
548,118570,0.0000
549,118570,0.0000
550,118570,0.0000
551,118570,0.0000
552,94143,0.0000
553,94143,0.0000
554,94143,0.0000
555,94143,0.0000
556,94143,0.0000
557,94143,0.0000
558,94143,0.0000
559,94143,0.0000
560,70435,0.0000
561,70435,0.0000
562,70435,0.0000
563,70435,0.0000
564,70435,0.0000
565,70435,0.0000
566,70435,0.0000
567,70435,0.0000
568,61110,0.0000
569,61110,0.0000
570,61110,0.0000
571,61110,0.0000
572,61110,0.0000
573,61110,0.0000
574,61110,0.0000
575,61110,0.0000
576,59461,0.0000
577,59461,0.0000
578,59461,0.0000
579,59461,0.0000
580,59461,0.0000
581,59461,0.0000
582,59461,0.0000
583,59461,0.0000
584,60827,0.0000
585,60827,0.0000
586,60827,0.0000
587,60827,0.0000
588,60827,0.0000
589,60827,0.0000
590,60827,0.0000
591,60827,0.0000
592,64029,0.0000
593,64029,0.0000
594,64029,0.0000
595,64029,0.0000
596,64029,0.0000
597,64029,0.0000
598,64029,0.0000
599,64029,0.0000
600,65630,0.0000
601,65630,0.0000
602,65630,0.0000
603,65630,0.0000
604,65630,0.0000
605,65630,0.0000
606,65630,0.0000
607,65630,0.0000
608,65817,0.0000
609,65817,0.0000
610,65817,0.0000
611,65817,0.0000
612,65817,0.0000
613,65817,0.0000
614,65817,0.0000
615,65817,0.0000
616,62974,0.0000
617,62974,0.0000
618,62974,0.0000
619,62974,0.0000
620,62974,0.0000
621,62974,0.0000
622,62974,0.0000
623,62974,0.0000
624,60877,0.0000
625,60877,0.0000
626,60877,0.0000
627,60877,0.0000
628,60877,0.0000
629,60877,0.0000
630,60877,0.0000
631,60877,0.0000
632,59691,0.0000
633,59691,0.0000
634,59691,0.0000
635,59691,0.0000
636,59691,0.0000
637,59691,0.0000
638,59691,0.0000
639,59691,0.0000
640,58331,0.0000
641,58331,0.0000
642,58331,0.0000
643,58331,0.0000
644,58331,0.0000
645,58331,0.0000
646,58331,0.0000
647,58331,0.0000
648,57784,0.0000
649,57784,0.0000
650,57784,0.0000
651,57784,0.0000
652,57784,0.0000
653,57784,0.0000
654,57784,0.0000
655,57784,0.0000
656,57218,0.0000
657,57218,0.0000
658,57218,0.0000
659,57218,0.0000
660,57218,0.0000
661,57218,0.0000
662,57218,0.0000
663,57218,0.0000
664,56708,0.0000
665,56708,0.0000
666,56708,0.0000
667,56708,0.0000
668,56708,0.0000
669,56708,0.0000
670,56708,0.0000
671,56708,0.0000
672,56708,0.0000
673,56708,0.0000
674,56708,0.0000
675,56708,0.0000
676,56708,0.0000
677,56708,0.0000
678,56708,0.0000
679,56708,0.0000
680,56340,0.0000
681,56340,0.0000
682,56340,0.0000
683,56340,0.0000
684,56340,0.0000
685,56340,0.0000
686,56340,0.0000
687,56340,0.0000
688,57353,0.0000
689,57353,0.0000
690,57353,0.0000
691,57353,0.0000
692,57353,0.0000
693,57353,0.0000
694,57353,0.0000
695,57353,0.0000
696,60848,0.0000
697,60848,0.0000
698,60848,0.0000
699,60848,0.0000
700,60848,0.0000
701,60848,0.0000
702,60848,0.0000
703,60848,0.0000
704,64466,0.0000
705,64466,0.0000
706,64466,0.0000
707,64466,0.0000
708,64466,0.0000
709,64466,0.0000
710,64466,0.0000
711,64466,0.0000
712,64498,0.0000
713,64498,0.0000
714,64498,0.0000
715,64498,0.0000
716,64498,0.0000
717,64498,0.0000
718,64498,0.0000
719,64498,0.0000
720,61560,0.0000
721,61560,0.0000
722,61560,0.0000
723,61560,0.0000
724,61560,0.0000
725,61560,0.0000
726,61560,0.0000
727,61560,0.0000
728,59397,0.0000
729,59397,0.0000
730,59397,0.0000
731,59397,0.0000
732,59397,0.0000
733,59397,0.0000
734,59397,0.0000
735,59397,0.0000
736,57925,0.0000
737,57925,0.0000
738,57925,0.0000
739,57925,0.0000
740,57925,0.0000
741,57925,0.0000
742,57925,0.0000
743,57925,0.0000
744,56105,0.0000
745,56105,0.0000
746,56105,0.0000
747,56105,0.0000
748,56105,0.0000
749,56105,0.0000
750,56105,0.0000
751,56105,0.0000
752,52386,0.0000
753,52386,0.0000
754,52386,0.0000
755,52386,0.0000
756,52386,0.0000
757,52386,0.0000
758,52386,0.0000
759,52386,0.0000
760,48933,0.0000
761,48933,0.0000
762,48933,0.0000
763,48933,0.0000
764,48933,0.0000
765,48933,0.0000
766,48933,0.0000
767,48933,0.0000
768,47236,0.0000
769,47236,0.0000
770,47236,0.0000
771,47236,0.0000
772,47236,0.0000
773,47236,0.0000
774,47236,0.0000
775,47236,0.0000
776,46598,0.0000
777,46598,0.0000
778,46598,0.0000
779,46598,0.0000
780,46598,0.0000
781,46598,0.0000
782,46598,0.0000
783,46598,0.0000
784,45432,0.0000
785,45432,0.0000
786,45432,0.0000
787,45432,0.0000
788,45432,0.0000
789,45432,0.0000
790,45432,0.0000
791,45432,0.0000
792,45224,0.0000
793,45224,0.0000
794,45224,0.0000
795,45224,0.0000
796,45224,0.0000
797,45224,0.0000
798,45224,0.0000
799,45224,0.0000
800,44784,0.0000
801,44784,0.0000
802,44784,0.0000
803,44784,0.0000
804,44784,0.0000
805,44784,0.0000
806,44784,0.0000
807,44784,0.0000
808,44946,0.0000
809,44946,0.0000
810,44946,0.0000
811,44946,0.0000
812,44946,0.0000
813,44946,0.0000
814,44946,0.0000
815,44946,0.0000
816,45010,0.0000
817,45010,0.0000
818,45010,0.0000
819,45010,0.0000
820,45010,0.0000
821,45010,0.0000
822,45010,0.0000
823,45010,0.0000
824,44906,0.0000
825,44906,0.0000
826,44906,0.0000
827,44906,0.0000
828,44906,0.0000
829,44906,0.0000
830,44906,0.0000
831,44906,0.0000
832,45991,0.0000
833,45991,0.0000
834,45991,0.0000
835,45991,0.0000
836,45991,0.0000
837,45991,0.0000
838,45991,0.0000
839,45991,0.0000
840,47247,0.0000
841,47247,0.0000
842,47247,0.0000
843,47247,0.0000
844,47247,0.0000
845,47247,0.0000
846,47247,0.0000
847,47247,0.0000
848,49084,0.0000
849,49084,0.0000
850,49084,0.0000
851,49084,0.0000
852,49084,0.0000
853,49084,0.0000
854,49084,0.0000
855,49084,0.0000
856,50809,0.0000
857,50809,0.0000
858,50809,0.0000
859,50809,0.0000
860,50809,0.0000
861,50809,0.0000
862,50809,0.0000
863,50809,0.0000
864,55210,0.0000
865,55210,0.0000
866,55210,0.0000
867,55210,0.0000
868,55210,0.0000
869,55210,0.0000
870,55210,0.0000
871,55210,0.0000
872,57659,0.0000
873,57659,0.0000
874,57659,0.0000
875,57659,0.0000
876,57659,0.0000
877,57659,0.0000
878,57659,0.0000
879,57659,0.0000
880,57557,0.0000
881,57557,0.0000
882,57557,0.0000
883,57557,0.0000
884,57557,0.0000
885,57557,0.0000
886,57557,0.0000
887,57557,0.0000
888,53805,0.0000
889,53805,0.0000
890,53805,0.0000
891,53805,0.0000
892,53805,0.0000
893,53805,0.0000
894,53805,0.0000
895,53805,0.0000
896,49175,0.0000
897,49175,0.0000
898,49175,0.0000
899,49175,0.0000
900,49175,0.0000
901,49175,0.0000
902,49175,0.0000
903,49175,0.0000
904,46456,0.0000
905,46456,0.0000
906,46456,0.0000
907,46456,0.0000
908,46456,0.0000
909,46456,0.0000
910,46456,0.0000
911,46456,0.0000
912,46894,0.0000
913,46894,0.0000
914,46894,0.0000
915,46894,0.0000
916,46894,0.0000
917,46894,0.0000
918,46894,0.0000
919,46894,0.0000
920,47516,0.0000
921,47516,0.0000
922,47516,0.0000
923,47516,0.0000
924,47516,0.0000
925,47516,0.0000
926,47516,0.0000
927,47516,0.0000
928,47294,0.0000
929,47294,0.0000
930,47294,0.0000
931,47294,0.0000
932,47294,0.0000
933,47294,0.0000
934,47294,0.0000
935,47294,0.0000
936,45774,0.0000
937,45774,0.0000
938,45774,0.0000
939,45774,0.0000
940,45774,0.0000
941,45774,0.0000
942,45774,0.0000
943,45774,0.0000
944,44051,0.0000
945,44051,0.0000
946,44051,0.0000
947,44051,0.0000
948,44051,0.0000
949,44051,0.0000
950,44051,0.0000
951,44051,0.0000
952,43390,0.0000
953,43390,0.0000
954,43390,0.0000
955,43390,0.0000
956,43390,0.0000
957,43390,0.0000
958,43390,0.0000
959,43390,0.0000
960,43715,0.0000
961,43715,0.0000
962,43715,0.0000
963,43715,0.0000
964,43715,0.0000
965,43715,0.0000
966,43715,0.0000
967,43715,0.0000
968,46931,0.0000
969,46931,0.0000
970,46931,0.0000
971,46931,0.0000
972,46931,0.0000
973,46931,0.0000
974,46931,0.0000
975,46931,0.0000
976,54114,0.0000
977,54114,0.0000
978,54114,0.0000
979,54114,0.0000
980,54114,0.0000
981,54114,0.0000
982,54114,0.0000
983,54114,0.0000
984,72204,0.0000
985,72204,0.0000
986,72204,0.0000
987,72204,0.0000
988,72204,0.0000
989,72204,0.0000
990,72204,0.0000
991,72204,0.0000
992,109066,0.0000
993,109066,0.0000
994,109066,0.0000
995,109066,0.0000
996,109066,0.0000
997,109066,0.0000
998,109066,0.0000
999,109066,0.0000
1000,153572,0.0000
1001,153572,0.0000
1002,153572,0.0000
1003,153572,0.0000
1004,153572,0.0000
1005,153572,0.0000
1006,153572,0.0000
1007,153572,0.0000
1008,172464,0.0000
1009,172464,0.0000
1010,172464,0.0000
1011,172464,0.0000
1012,172464,0.0000
1013,172464,0.0000
1014,172464,0.0000
1015,172464,0.0000
1016,146853,0.0000
1017,146853,0.0000
1018,146853,0.0000
1019,146853,0.0000
1020,146853,0.0000
1021,146853,0.0000
1022,146853,0.0000
1023,146853,0.0000
1024,97672,0.0000
1025,97672,0.0000
1026,97672,0.0000
1027,97672,0.0000
1028,97672,0.0000
1029,97672,0.0000
1030,97672,0.0000
1031,97672,0.0000
1032,60336,0.0000
1033,60336,0.0000
1034,60336,0.0000
1035,60336,0.0000
1036,60336,0.0000
1037,60336,0.0000
1038,60336,0.0000
1039,60336,0.0000
1040,44245,0.0000
1041,44245,0.0000
1042,44245,0.0000
1043,44245,0.0000
1044,44245,0.0000
1045,44245,0.0000
1046,44245,0.0000
1047,44245,0.0000
1048,40192,0.0000
1049,40192,0.0000
1050,40192,0.0000
1051,40192,0.0000
1052,40192,0.0000
1053,40192,0.0000
1054,40192,0.0000
1055,40192,0.0000
1056,39072,0.0000
1057,39072,0.0000
1058,39072,0.0000
1059,39072,0.0000
1060,39072,0.0000
1061,39072,0.0000
1062,39072,0.0000
1063,39072,0.0000
1064,37231,0.0000
1065,37231,0.0000
1066,37231,0.0000
1067,37231,0.0000
1068,37231,0.0000
1069,37231,0.0000
1070,37231,0.0000
1071,37231,0.0000
1072,36872,0.0000
1073,36872,0.0000
1074,36872,0.0000
1075,36872,0.0000
1076,36872,0.0000
1077,36872,0.0000
1078,36872,0.0000
1079,36872,0.0000
1080,36973,0.0000
1081,36973,0.0000
1082,36973,0.0000
1083,36973,0.0000
1084,36973,0.0000
1085,36973,0.0000
1086,36973,0.0000
1087,36973,0.0000
1088,37579,0.0000
1089,37579,0.0000
1090,37579,0.0000
1091,37579,0.0000
1092,37579,0.0000
1093,37579,0.0000
1094,37579,0.0000
1095,37579,0.0000
1096,39604,0.0000
1097,39604,0.0000
1098,39604,0.0000
1099,39604,0.0000
1100,39604,0.0000
1101,39604,0.0000
1102,39604,0.0000
1103,39604,0.0000
1104,43689,0.0000
1105,43689,0.0000
1106,43689,0.0000
1107,43689,0.0000
1108,43689,0.0000
1109,43689,0.0000
1110,43689,0.0000
1111,43689,0.0000
1112,51369,0.0000
1113,51369,0.0000
1114,51369,0.0000
1115,51369,0.0000
1116,51369,0.0000
1117,51369,0.0000
1118,51369,0.0000
1119,51369,0.0000
1120,62443,0.0000
1121,62443,0.0000
1122,62443,0.0000
1123,62443,0.0000
1124,62443,0.0000
1125,62443,0.0000
1126,62443,0.0000
1127,62443,0.0000
1128,69925,0.0000
1129,69925,0.0000
1130,69925,0.0000
1131,69925,0.0000
1132,69925,0.0000
1133,69925,0.0000
1134,69925,0.0000
1135,69925,0.0000
1136,66240,0.0000
1137,66240,0.0000
1138,66240,0.0000
1139,66240,0.0000
1140,66240,0.0000
1141,66240,0.0000
1142,66240,0.0000
1143,66240,0.0000
1144,53859,0.0000
1145,53859,0.0000
1146,53859,0.0000
1147,53859,0.0000
1148,53859,0.0000
1149,53859,0.0000
1150,53859,0.0000
1151,53859,0.0000
1152,41230,0.0000
1153,41230,0.0000
1154,41230,0.0000
1155,41230,0.0000
1156,41230,0.0000
1157,41230,0.0000
1158,41230,0.0000
1159,41230,0.0000
1160,34124,0.0000
1161,34124,0.0000
1162,34124,0.0000
1163,34124,0.0000
1164,34124,0.0000
1165,34124,0.0000
1166,34124,0.0000
1167,34124,0.0000
1168,31349,0.0000
1169,31349,0.0000
1170,31349,0.0000
1171,31349,0.0000
1172,31349,0.0000
1173,31349,0.0000
1174,31349,0.0000
1175,31349,0.0000
1176,30774,0.0000
1177,30774,0.0000
1178,30774,0.0000
1179,30774,0.0000
1180,30774,0.0000
1181,30774,0.0000
1182,30774,0.0000
1183,30774,0.0000
1184,30099,0.0000
1185,30099,0.0000
1186,30099,0.0000
1187,30099,0.0000
1188,30099,0.0000
1189,30099,0.0000
1190,30099,0.0000
1191,30099,0.0000
1192,29879,0.0000
1193,29879,0.0000
1194,29879,0.0000
1195,29879,0.0000
1196,29879,0.0000
1197,29879,0.0000
1198,29879,0.0000
1199,29879,0.0000
1200,30165,0.0000
1201,30165,0.0000
1202,30165,0.0000
1203,30165,0.0000
1204,30165,0.0000
1205,30165,0.0000
1206,30165,0.0000
1207,30165,0.0000
1208,30000,0.0000
1209,30000,0.0000
1210,30000,0.0000
1211,30000,0.0000
1212,30000,0.0000
1213,30000,0.0000
1214,30000,0.0000
1215,30000,0.0000
1216,30258,0.0000
1217,30258,0.0000
1218,30258,0.0000
1219,30258,0.0000
1220,30258,0.0000
1221,30258,0.0000
1222,30258,0.0000
1223,30258,0.0000
1224,30628,0.0000
1225,30628,0.0000
1226,30628,0.0000
1227,30628,0.0000
1228,30628,0.0000
1229,30628,0.0000
1230,30628,0.0000
1231,30628,0.0000
1232,36249,0.0000
1233,36249,0.0000
1234,36249,0.0000
1235,36249,0.0000
1236,36249,0.0000
1237,36249,0.0000
1238,36249,0.0000
1239,36249,0.0000
1240,53804,0.0000
1241,53804,0.0000
1242,53804,0.0000
1243,53804,0.0000
1244,53804,0.0000
1245,53804,0.0000
1246,53804,0.0000
1247,53804,0.0000
1248,84697,0.0000
1249,84697,0.0000
1250,84697,0.0000
1251,84697,0.0000
1252,84697,0.0000
1253,84697,0.0000
1254,84697,0.0000
1255,84697,0.0000
1256,119643,0.0000
1257,119643,0.0000
1258,119643,0.0000
1259,119643,0.0000
1260,119643,0.0000
1261,119643,0.0000
1262,119643,0.0000
1263,119643,0.0000
1264,134581,0.0000
1265,134581,0.0000
1266,134581,0.0000
1267,134581,0.0000
1268,134581,0.0000
1269,134581,0.0000
1270,134581,0.0000
1271,134581,0.0000
1272,116628,0.0000
1273,116628,0.0000
1274,116628,0.0000
1275,116628,0.0000
1276,116628,0.0000
1277,116628,0.0000
1278,116628,0.0000
1279,116628,0.0000
1280,78373,0.0000
1281,78373,0.0000
1282,78373,0.0000
1283,78373,0.0000
1284,78373,0.0000
1285,78373,0.0000
1286,78373,0.0000
1287,78373,0.0000
1288,45694,0.0000
1289,45694,0.0000
1290,45694,0.0000
1291,45694,0.0000
1292,45694,0.0000
1293,45694,0.0000
1294,45694,0.0000
1295,45694,0.0000
1296,29653,0.0000
1297,29653,0.0000
1298,29653,0.0000
1299,29653,0.0000
1300,29653,0.0000
1301,29653,0.0000
1302,29653,0.0000
1303,29653,0.0000
1304,24799,0.0000
1305,24799,0.0000
1306,24799,0.0000
1307,24799,0.0000
1308,24799,0.0000
1309,24799,0.0000
1310,24799,0.0000
1311,24799,0.0000
1312,24344,0.0000
1313,24344,0.0000
1314,24344,0.0000
1315,24344,0.0000
1316,24344,0.0000
1317,24344,0.0000
1318,24344,0.0000
1319,24344,0.0000
1320,24291,0.0000
1321,24291,0.0000
1322,24291,0.0000
1323,24291,0.0000
1324,24291,0.0000
1325,24291,0.0000
1326,24291,0.0000
1327,24291,0.0000
1328,22737,0.0000
1329,22737,0.0000
1330,22737,0.0000
1331,22737,0.0000
1332,22737,0.0000
1333,22737,0.0000
1334,22737,0.0000
1335,22737,0.0000
1336,20263,0.0000
1337,20263,0.0000
1338,20263,0.0000
1339,20263,0.0000
1340,20263,0.0000
1341,20263,0.0000
1342,20263,0.0000
1343,20263,0.0000
1344,18228,0.0000
1345,18228,0.0000
1346,18228,0.0000
1347,18228,0.0000
1348,18228,0.0000
1349,18228,0.0000
1350,18228,0.0000
1351,18228,0.0000
1352,17301,0.0000
1353,17301,0.0000
1354,17301,0.0000
1355,17301,0.0000
1356,17301,0.0000
1357,17301,0.0000
1358,17301,0.0000
1359,17301,0.0000
1360,17123,0.0000
1361,17123,0.0000
1362,17123,0.0000
